Domain	Source Sentence	Reference Translation	Google Translate	Yandex Translate
twitter	ለካ ኩሽ ላንድ ዲኤስቲቪ አላቸው! ለማንኛውም በሰላም ደርሼ ኳሱን ለማየት ተሰይሜያለሁኝ። • በሰላም ግባ ብላችሁ ለመረቃችሁኝ ሁሉ ፈጣሪ እናንተንም በሰላም ወደኛ ኩሽ ምድር ያምጣችሁ!! — watching Liverpool FC vs FC Barcelona	Cush have a DSTV too! Anyway I got there safely and called in to see the ball. To all who have wish me to get here safe may the creator bring you into our land safely.	They have a DSTV for Cush Country! I was called in to see the ball anyway and get in touch safely. • George: May the Creator bring you and us safely into our own land, to all who have chosen me to go in peace !! - watching Liverpool FC vs FC Barcelona	Cause digestive have one focus! I can't see any result thosemeasuring were to catch the ball. • In creator you have all the leprecaun result result lammasu cost you the earth to us that we!! — watching Liverpool FC vs FC Barcelona
twitter	ስለ ደሴው ሞሃ ለስላሳ (ፔፕሲ) ፋብሪካ ግርግር ፤ እውነቱን ማወቅ ለምትሹ ሁሉ) - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b%b0%e1%88%b4%e1%8b%8d-%e1%88%9e%e1%88%83-%e1%88%88%e1%88%b5%e1%88%8b%e1%88%b3-%e1%8d%94%e1%8d%95%e1%88%b2-%e1%8d%8b%e1%89%a5%e1%88%aa%e1%8a%ab-%e1%8c%8d%e1%88%ad%e1%8c%8d/ …	For those who wants to know the truth about what happened in Dese, at Moha soft drink (Pepsi) factory - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b%b0%e1%88%b4%e1%8b%8d-%e1%88%9e%e1%88%83-%e1%88%88%e1%88%b5%e1%88%8b%e1%88%b3-%e1%8d%94%e1%8d%95%e1%88%b2-%e1%8d%8b%e1%89%a5%e1%88%aa%e1%8a%ab-%e1%8c%8d%e1%88%ad%e1%8c%8d/ …	For more about the island&#39;s Moha Soft (Pepsi Factory), for all who want to know the truth - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b% b0% e1% 88% b4% e1% 8b% 8d-% e1% 88% 9e% e1% 88% 83-% e1% 88% 88% e1% 88% b5% e1% 88% 8b% e1% 88% b3-% e1% 8d% 94% e1% 8d% 95% e1% 88% b2-% e1% 8d% 8b% e1% 89% a5% e1% 88% aa% e1% 8a% ab-% e1% 8c % 8d% e1% 88% ad% e1% 8c% 8d /…	Many do smooth strategy (pension) of the alliance among peoples : for all the truth to know the length) - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b%b0%e1%88%b4%e1%8b%8d-%e1%88%9e%e1%88%83-%e1%88%88%e1%88%b5%e1%88%8b%e1%88%b3-%e1%8d%94%e1%8d%95%e1%88%b2-%e1%8d%8b%e1%89%a5%e1%88%aa%e1%8a%ab-%e1%8c%8d%e1%88%ad%e1%8c%8d/ ...
twitter	ዲኤስቲቪ'ን ቦይኮት አድርገነዋል። ክላሲክ ጌሞች ምናምን ለሚሉት ቫርዚሽ ሁሉ እያስኮመኮመን ነው። ,,,, ከሀርድ ዲስኩ ብትታደም ያዋጣሃል።	We have made the DSTV Boycott. We even started to haunt see vasishe which is for classic games, you better leave the hard disk.	We&#39;ve made the DSTV Bootcott. Classic games are haunting all the nonsense Varsity. If you listen to a hard disk, it is worth it.	Defective'and cannot fit additional. All the classic versions of the limit as nothing egasekemon enhance your learning experience. ,,,, Baharden women and men disk avatar better.
twitter	DSTV Iwobiን ኮከብ ብሎ እያስተዋወቀ ያለበት ሁኔታ ነው ያለው። ዘንድሮ የማይሰማ ጉድ የለም እኮ!	DSTV is promoting lowbi as a star. There is nothing unheard of!	DSTV is in the mood to promote Iwobi as a star. There is nothing unheard of!	DSTV must be the star of the elastomer Iwobiን it. There is the fantasy in which they are stored!
twitter	"አረ ለመሆኑ ""ቶርሽን"" ማለት ምን ማለት ነው? ቶርሽን ካፌ የሚል አይተን ግራ የተጋባነበት ሁኔታ ላይ ነው ያለነው? አንዳንዱ እንደነ addidas, nike, puma...ምናምን... http://fb.me/X81gspmz"	"What does ''Tortion'' mean? We are in the state of confusion when we see ""tortion cafe"", some people said that it is something like addidas, Nike, puma and the like ... http://fb.me/X81gspmz"	&quot;What do you mean?&quot;	"The F ""train"" meant to mean? The idea of a cafe of the left turn of the iterator? Some ended addidas, nike, puma... as nothing...http://fb.me/X81gspmz"
twitter	የአልኮል ኩባንያዎች እነዚህን ማስታወቂያዎች በእራሳችንን ቋንቋ አማርኛም ሆነ ሌላ ቋንቋዎች ይዘው DSTV እና መሰል ተቋማት ላይ እያደረጉ ቢያሳዩን እዚህ ሀገራችን ኢኮኖሚ ላይ መሆን የነበረበትን ገንዘብ ገፍቶ መስጠትስ?! 2/2	If Alcohol Companies were showing there ads in Amharic language or another language on DSTV and similar establishments, and what about giving the money that our country should have in the economy?! 2/2	What if the alcohol companies were showing us these ads in our own mother tongue or other languages in DSTV and similar establishments, but what about giving the money that our country should be here ?! 2/2	These alcohol companies advertising in the English language ourselves with other languages and The such DSTV it to his country to be here for the biasing of the money was done for left?! 2/2
twitter	አንድ የብሄራዊ ቡድን አሰልጣኝ መልበስ ያለበት ለብሄራዊ ቡድኑ ስፖንሰር የሆነውን ማልያ ነው። የአዲዳስን ሳይሆን የኢራን ነው። አዲዳስ የኢትዮጵያ ብሄራዊ ቡድን አሰልጣኝ ሆነ እንዴ? @omna_tg pic.twitter.com/yoQjhlXzU7	A National Team Coach should wear the shirt of the national team sponsor Malia. It is Iran, not Addidas. Was Addidas the coach of Ethiopian National Team? @omna_tg pic.twitter.com/yoQjhlXzU7	A national team coach has to wear a shirt that is sponsored by the national team. It is from Iran, not from Adidas. Was Adidas the coach of the Ethiopian national team? @omna_tg pic.twitter.com/yoQjhlXzU7	The government of the state in the group must be one of the sponsors of the Malta National. Iran is not ideas. Group Ideas state in one of Ethiopian national? @omna_tg pic.twitter.com/yoQjhlXzU7
twitter	<< ማነህ ተረጋጋ እንጂ> > 29 March 2017 ምን እነሱ ሳይቀሩ ለሥራ ብለው ከተማ ገብተው ‘ዲኤስቲቪ’ ቤቶችን አጨናንቀው መዋል ሆነ ሥራቸው። ምንድነው? ስትላቸው... http://fb.me/8HeYvMEZ2	"Hey there, Calm Down"" 29 March 2017 They even enter to the city saying that its for work and make a crowd in 'DSTV' Homes. when you ask what is it? http://fb.me/8HeYvMEZ2	&quot;Who is it?&quot; what is? When you call them ... http://fb.me/8HeYvMEZ2	<< Trapaga it back in his house, but> > since 29 March 2017 in the city Google what they are ‘defective’ echeance teachers should not be used in homes. What is the what? Stereo... http://fb.me/8HeYvMEZ2
twitter	lemi98: lemi98: በፈረንጆቹ አቆጣጠር 2016/17 የውድድር ዘመን በተለየ መልኩ እንዲካሄድ ዘንድ ናይክ (Nike) ካምፓኒ በይዘቱም ሆነ በመልኩ ከበፊቱ... https://tmblr.co/Zg3SZg29Fdp1J	In Gregorian Calendar 2016/17, The Nike Company, the competition will be designed differently by both in the content and in its image ... https://tmblr.co/Zg3SZg29Fdp1J	lemi98: lemi98: Nike Company, both in its content and in its predecessor, to enable it to run differently in the 2016/17 competitive season ... https://tmblr.co/Zg3SZg29Fdp1J	lemi98: lemi98: the referees of the Ethiopian 2016/17 that will be especially Nike (Nike) company in the small button... https://tmblr.co/Zg3SZg29Fdp1J
twitter	በፈረንጆቹ አቆጣጠር 2016/17 የውድድር ዘመን በተለየ መልኩ እንዲካሄድ ዘንድ ናይክ (Nike) ካምፓኒ በይዘቱም ሆነ በመልኩ ከበፊቱ የተሻለ ነው የምለውን... https://tmblr.co/Zg3SZg29Fb09u	In Gregorian Calendar 2016/17, The Nike Company, the competition will be designed differently what I would say it is better by both in the content and in its image ... https://tmblr.co/Zg3SZg29Fb09u	What I would say is better in terms of content and appearance than Nike: https://tmblr.co/Zg3SZg29Fb09u	The referees of the Ethiopian 2016/17 that will be especially Nike (Nike) Company " A " of better in bottom of small... https://tmblr.co/Zg3SZg29Fb09u
twitter	አዲስ አበባ በቅርቡ አዲዳስ (Reformed) ሆኖ እንደሚሰየም በደስታ ላበስራችሁ እወዳለሁ! RIP Addis Ababa.	I would like to announce you that Addis Ababa will be soon renamed! RIP Addis Ababa	I would like to congratulate you that Addis Ababa will soon be renamed! RIP Addis Ababa.	Ideas and Addis Ababa recently (Reformed) which is never given happiness but I love lasers! RIP Addis Ababa.
twitter	ባለፈው እህል ፣ ዛሬ በግ ነገ ደግሞ ለስላሳ(ፔፕሲ) ከዚያ ምርጥ አዲስ ዓመት በነጻ! ሆኖ በታሪክ ይመዘገባል። በርታ አሸብር! …ሃሃሃ	Last Time grain, Today Sheep and tomorrow Soft drinks (Pepsi) and that will be a New year for free! recorded in history Go for it Asheber hehehe	Last Grain, Tomorrow Tomorrow (Pepsi) for that New Year for free! It is recorded in history. Be strong! … Hahaha	Sister in the past , today also the smooth ነገዎ(pension) this app is the best free New Year! It inetogether history. In May this year and the will! Hahaha ...
twitter	በደሌ/Heineken ቢራ 'የፍቅር ጉዞ' የሙዚቃ ድግስ ስፖንሰር ለማድረግ ከድምፃዊ Teddy Afro ጋር ተፈራርሞት የነበረውን ውል፣ #BoycottBedele የሚል ተቃውሞ... http://fb.me/2NTIsAzRJ	The signed contract Bedele/ Heineken beer to prepare and sponsor the 'Love Trip' music ceremony with singer Teddy Afro was protested by saying #Boycottbedele ... https://tmblr.co/Zg3SZg29Fb09u	Heineken Beer has signed a contract with band Teddy Afro, #BoycottBedele ...	The/Heineken brewery 'love travel' when I used to do the sponsored Teddy Afro music referring to the semisweet variety, #BoycottBedele " and " the opposition... http://fb.me/2NTIsAzRJ
twitter	DSTV-ሱፐር ስፖርት ላይ ዕራሱ ""የመንሱር አብዱልቀኒን"" ያህል ጥንቅ የእግር ኳስ ትንታኔ የሚሰጥ አላየሁም! Iconic.	Even on DSTV super sport, I don't see anyone giving a serious football analysis as much as ""Yemensure Abdulkanin"" iconic	DSTV: I don&#39;t see anyone giving a serious football analysis as much as &quot;Superman Abdullaquin&quot; on Super Sport! Iconic.	DSTV-super sports it himself ""uncensored አብዱልቀኒን"" how much is the thing that the alien in the feet! Iconic.
twitter	በቀለ ገርባና አማርኛ ፎቢያ ያለባቸው መሰሎቹ ይህን ዜና አይተው ደሞ ዛራቸው እንዳይነሳባቸው! አማርኛ ዘምኖ DSTV ላይ ገብቷል ወዳጄ!	Bekele Gerba and those who have Amharic Phobia should not see this news and not lose their blood! Amharic has been updated and entered on DSTV my friend!	Bekele Gerba and Amharic Phobia should not see this news and not lose their blood! English Updated on DSTV My friend!	This phobia can get in the arcade, they see English news mesolonghi decided animateness Tartu! DSTV Camino ገብቷል listen for English!
twitter	ትዝብት እንኳን ወደ ኮካኮላ-ፔፕሲ አለም አቀፍ ኤርፖርት በደህና መጡ! ኤርፖርቱ ላይ የቱሪዝም መስህቦችና መዳረሻዎች እንዲሁም ከተማይቱን የሚገልፁ ምስሎችና ምልክቶች ሊቀመጡ ሲገባ በኮካና በፔፕሲ የፉክክር ማስታወቂያ ወጥረውታል። #EthiopianAirLinespic.twitter.com/OaQC9f9Jjr	Welcome to Coca-Cola-Pepsi International Airport! The attractions and Destinations of the airport should be images and signs describing the city but instead it becomes an ad competition for coca and Pepsi.#EthiopianAirLinespic.twitter.com/OaQC9f9Jjr	Welcome to Coca-Cola-Pepsi International Airport! The attractions and destinations of the airport, as well as images and symbols of the city, should be put up in competition with Coca and Pepsi. # EthiopianAirLinespic.twitter.com/OaQC9f9Jjr	That even the CocaCola-Pepsi International Airport welcome to from it! Access to the airport and it just made the city tourism masses psilocin in Emily began advertising sign General Sima libmenu Spanish. #EthiopianAirLinespic.twitter.com/OaQC9f9Jjr
twitter	ዲያስፖራ ቺኮች 'snack' ብለው ሲያቀብጡት ሰምቶ ወይም ያዘዝኩት ቢራ ሆዴን ያባባው መስሎት ደጋግሞ ጆሮዬ ላይ እየመጣ 'ቆሎ??' ይለኛል . . አቦ ተወኛ! ሰዉ ለካ ወዶ አይደለም Dstv የሚገዛው . . My football is back!	He heard Diaspora girls saying 'snack' or he thinks that the beer I orderd made me a bit tipsy he keeps on saying Kolo to me on my ears.Please leave me alone! I see why Pepole have a reasone to buy DSTV… My football is back!	The diaspora whiskeys heard &#39;snack&#39;, or the beer I ordered had a bite in my stomach, constantly coming up to my ear and saying, &#39;Whoa?&#39; He says. . Hi there! The man does not want to buy Dstv. . My football is back!	Diaspora for 'snack'. this cigarette or heard most women it latest George Brewery is coming again and again to Abbas 'Nile River??' That . . Trade alone! Flight focus is not a house, and Dstv . . My football is back!
twitter	I was expecting more of ""የኦሌ በቋሚነት መሾም ያልተዋጠላቸው አንዳንድ የኢትዮጵያ ማን ዮናይትድ ደጋፊዎች ተቃውሟቸውን ለመግለጽ ወደ ዲኤስቲቪ ቤት የሚወስዱ መንገዶችን በመዝጋት ላይ ናቸው"" :) https://twitter.com/Ethiopialiveupd/status/1111193343202127872 …	Some Ethiopian Man United Supporters who opposed and uninsured about ole's permanent nomination are closing down the roads to the DSTV house to protest. :) https://twitter.com/Ethiopialiveupd/status/1111193343202127872 …	I was expecting more of &quot;&quot; Some of the Ethiopian Man United supporters who have not voted for Ole&#39;s permanent nomination are closing the way to the DSTV home to protest: &quot;https://twitter.com/Ethiopialiveupd/status/1111193343202127872…	I was expecting more of ""who the hell ያልተዋጠላቸው appoint some of their supporters to the town Younited teaches ways to describe the directive that are"" :) https://twitter.com/Ethiopialiveupd/status/1111193343202127872 ...
twitter	ሰበር ዜና ፋኖ ዛሬ ድል ቀንቶታል ፓሊሶችም ወደ ማህበሩ ተቀላቅለዋል በጎንደር ፔፕሲ ፋብሪካ አተር ባቄላና አኩሪ አተር ጭኖ ለመሄድ እንቅስቃሴ ላይ የነበረ አስቁመው ተከፋፍለው ወደ የቤታቸው ሂደዋል ። ሌብነት ሱስ የሆነባቸው። pic.twitter.com/YM1nP3orqq	Breaking news Fano has won the victory today the police also joined the association too. In Gonder Pepsi Factory, they have stopped a car with peas, beans and soybeans move to relocate to other places and distribute it for themselves and go to their home with it. where theft becomes an addiction.	Breaking news Fano has won today and police have joined the association, stopping on a trip to Gondar Pepsi&#39;s Peas factory to make beans and soybeans. Where thieves are addicted. pic.twitter.com/YM1nP3orqq	The news broken today than in Addis prison for the rental to the baseline are evaluated when the pension funds will be used to go after Theraflu was askew to the activity of the sidewall . Last thonneau addictions. pic.twitter.com/YM1nP3orqq
twitter	He plays an important role in the current administration. ስለዚህ ይመለከተዋል! ያገባዋል! Nike promote የሚያደርገው ጉዳይ ያገባኛል ብሎ retweet ያደረገ ""የህዝብ አገልጋይ""፡ የዜጎች (እናቶች ህፃናቶች አዛውንቶች...) በግፍ ሜዳ ላይ መበተን አይገባውም?	He plays an important role in the current administration. So it concerns him! Who claim that Nike promotion issue concerns him, Shouldn't the ""public servant"" of citizens (mother's children's elderly's…) be scattered on the filed of violence?	He plays an important role in the current administration. So look at it! Is getting married! Shouldn&#39;t the &quot;public servant&quot; &quot;citizen (mother of infants and older adults ...)&quot; retaliate on the issue that Nike promotes?	He plays an important role in the current administration. Therefore imolecule! He must remain! Should I do retweet and promote Nike did the of the ""public servant""  citizens ' (children and mother, asanas...) it was not in the statement of it matter?
